combined-0,199001300001-gtd
combined-999,199103310004-gtd
combined-1000,199103310006-gtd
combined-1001,199103310007-gtd
combined-1002,199103310008-gtd
combined-1003,199103310010-gtd
combined-1004,199103310011-gtd
combined-1005,199103310012-gtd
combined-1006,199103310013-gtd
combined-1007,199104000001-gtd
combined-1008,199104010001-gtd
combined-1009,199104010002-gtd
combined-1010,199104010003-gtd
combined-1011,199104010004-gtd
combined-1012,199104010005-gtd
combined-1013,199104010006-gtd
combined-1014,199104010007-gtd
combined-1015,199104010008-gtd
combined-1016,199104010009-gtd
combined-1017,199104020001-gtd
combined-1018,199104020002-gtd
combined-1019,199104020003-gtd
combined-1020,199104020004-gtd
combined-1021,199104020005-gtd
combined-1022,199104020006-gtd
combined-1023,199104020007-gtd
combined-1024,199104020008-gtd
combined-1025,199104020009-gtd
combined-1026,199104020010-gtd
combined-1027,199104020011-gtd
combined-1028,199104020013-gtd
combined-1029,199104020014-gtd
combined-1030,199104030001-gtd
combined-1031,199104030002-gtd
combined-1032,199104030003-gtd
combined-1033,199104030004-gtd
combined-1034,199104030005-gtd
combined-1035,199104030006-gtd
combined-1036,199104030007-gtd
combined-1037,199104030008-gtd
combined-1038,199104030009-gtd
combined-1039,199104030010-gtd
combined-1040,199104030011-gtd
combined-1041,199104030012-gtd
combined-1042,199104030013-gtd
combined-1043,199104030017-gtd
combined-1044,199104040001-gtd
combined-1045,199104040002-gtd
combined-1046,199104040003-gtd
combined-1047,199104040004-gtd
combined-1048,199104040005-gtd
combined-1049,199104040006-gtd
combined-1050,199104040007-gtd
combined-1051,199104040008-gtd
combined-1052,199104040009-gtd
combined-1053,199104040010-gtd
combined-1054,199104040011-gtd
combined-1055,199104040012-gtd
combined-1056,199104040013-gtd
combined-1057,199104040014-gtd
combined-1058,199104040015-gtd
combined-1059,199104050001-gtd
combined-1060,199104050002-gtd
combined-1061,199104050003-gtd
combined-1062,199104050004-gtd
combined-1063,199104050005-gtd
combined-1064,199104050006-gtd
combined-1065,199104050007-gtd
combined-1066,199104050008-gtd
combined-1067,199104050009-gtd
combined-1068,199104050010-gtd
combined-1069,199104050011-gtd
combined-1070,199104050012-gtd
combined-1071,199104050013-gtd
combined-1072,199104050014-gtd
combined-1073,199104050015-gtd
combined-1074,199104050016-gtd
combined-1075,199104050017-gtd
combined-1076,199104050018-gtd
combined-1077,199104050019-gtd
combined-1078,199104050020-gtd
combined-1079,199104050021-gtd
combined-1080,199104050022-gtd
combined-1081,199104050023-gtd
combined-1082,199104050024-gtd
combined-1083,199104050025-gtd
combined-1084,199104050026-gtd
combined-1085,199104060001-gtd
combined-1086,199104060002-gtd
combined-1087,199104060003-gtd
combined-1088,199104060004-gtd
combined-1089,199104060005-gtd
combined-1090,199104060006-gtd
combined-1091,199104060007-gtd
combined-1092,199104060008-gtd
combined-1093,199104070001-gtd
combined-1094,199104070002-gtd
combined-1095,199104070003-gtd
combined-1096,199104070004-gtd
combined-1097,199104070005-gtd
combined-1098,199104070006-gtd
combined-1099,199104070007-gtd
combined-1100,199104070008-gtd
combined-1101,199104070009-gtd
combined-1102,199104070010-gtd
combined-1103,199104080001-gtd
combined-1104,199104080002-gtd
combined-1105,199104080003-gtd
combined-1106,199104080004-gtd
combined-1107,199104080005-gtd
combined-1108,199104080006-gtd
combined-1109,199104080007-gtd
combined-1110,199104080008-gtd
combined-1111,199104080009-gtd
combined-1112,199104080010-gtd
combined-1113,199104080011-gtd
combined-1114,199104080012-gtd
combined-1115,199104080013-gtd
combined-1116,199104080014-gtd
combined-1117,199104080016-gtd
combined-1118,199104090001-gtd
combined-1119,199104090002-gtd
combined-1120,199104090003-gtd
combined-1121,199104090004-gtd
combined-1122,199104090005-gtd
combined-1123,199104090006-gtd
combined-1124,199104090007-gtd
combined-1125,199104090008-gtd
combined-1126,199104090009-gtd
combined-1127,199104090010-gtd
combined-1128,199104090011-gtd
combined-1129,199104090013-gtd
combined-1130,199104090014-gtd
combined-1131,199104090015-gtd
combined-1132,199104090016-gtd
combined-1133,199104090017-gtd
combined-1134,199104100002-gtd
combined-1135,199104100003-gtd
combined-1136,199104100004-gtd
combined-1137,199104100005-gtd
combined-1138,199104100006-gtd
combined-1139,199104100007-gtd
combined-1140,199104100008-gtd
combined-1141,199104110001-gtd
combined-1142,199104110002-gtd
combined-1143,199104110003-gtd
combined-1144,199104110004-gtd
combined-1145,199104110005-gtd
combined-1146,199104110006-gtd
combined-1147,199104110007-gtd
combined-1148,199104120001-gtd
combined-1149,199104120002-gtd
combined-1150,199104120003-gtd
combined-1151,199104120004-gtd
combined-1152,199104120005-gtd
combined-1153,199104120006-gtd
combined-1154,199104120007-gtd
combined-1155,199104120008-gtd
combined-1156,199104120009-gtd
combined-1157,199104130001-gtd
combined-1158,199104130002-gtd
combined-1159,199104130003-gtd
combined-1160,199104130004-gtd
combined-1161,199104140001-gtd
combined-1162,199104140002-gtd
combined-1163,199104140003-gtd
combined-1164,199104140004-gtd
combined-1165,199104140005-gtd
combined-1166,199104140006-gtd
combined-1167,199104140007-gtd
combined-1168,199104140008-gtd
combined-1169,199104140009-gtd
combined-1170,199104140010-gtd
combined-1171,199104140012-gtd
combined-1172,199104140013-gtd
combined-1173,199104150001-gtd
combined-1174,199104150003-gtd
combined-1175,199104150004-gtd
combined-1176,199104150005-gtd
combined-1177,199104150006-gtd
combined-1178,199104150007-gtd
combined-1179,199104160001-gtd
combined-1180,199104160002-gtd
combined-1181,199104160003-gtd
combined-1182,199104160004-gtd
combined-1183,199104160005-gtd
combined-1184,199104160006-gtd
combined-1185,199104170001-gtd
combined-1186,199104170002-gtd
combined-1187,199104170003-gtd
combined-1188,199104170004-gtd
combined-1189,199104170005-gtd
combined-1190,199104180001-gtd
combined-1191,199104180002-gtd
combined-1192,199104180003-gtd
combined-1193,199104180004-gtd
combined-1194,199104180005-gtd
combined-1195,199104180006-gtd
combined-1196,199104180007-gtd
combined-1197,199104180008-gtd
combined-1198,199104180009-gtd
combined-1199,199104180010-gtd
combined-1200,199104180011-gtd
combined-1201,199104180012-gtd
combined-1202,199104190001-gtd
combined-1203,199104190002-gtd
combined-1204,199104190003-gtd
combined-1205,199104190004-gtd
combined-1206,199104190005-gtd
combined-1207,199104190006-gtd
combined-1208,199104190007-gtd
combined-1209,199104190008-gtd
combined-1210,199104190009-gtd
combined-1211,199104200001-gtd
combined-1212,199104200002-gtd
combined-1213,199104200003-gtd
combined-1214,199104210001-gtd
combined-1215,199104210002-gtd
combined-1216,199104210003-gtd
combined-1217,199104210004-gtd
combined-1218,199104210005-gtd
combined-1219,199104220001-gtd
combined-1220,199104220002-gtd
combined-1221,199104220003-gtd
combined-1222,199104220004-gtd
combined-1223,199104220005-gtd
combined-1224,199104220006-gtd
combined-1225,199104220008-gtd
combined-1226,199104230001-gtd
combined-1227,199104230002-gtd
combined-1228,199104230003-gtd
combined-1229,199104240001-gtd
combined-1230,199104240002-gtd
combined-1231,199104240003-gtd
combined-1232,199104240004-gtd
combined-1233,199104240005-gtd
combined-1234,199104240006-gtd
combined-1235,199104240007-gtd
combined-1236,199104240008-gtd
combined-1237,199104240009-gtd
combined-1238,199104240010-gtd
combined-1239,199104250001-gtd
combined-1240,199104250002-gtd
combined-1241,199104250003-gtd
combined-1242,199104250004-gtd
combined-1243,199104250005-gtd
combined-1244,199104250006-gtd
combined-1245,199104250007-gtd
combined-1246,199104250008-gtd
combined-1247,199104250009-gtd
combined-1248,199104250010-gtd
combined-1249,199104250011-gtd
combined-1250,199104250013-gtd
combined-1251,199104250014-gtd
combined-1252,199104250015-gtd
combined-1253,199104250016-gtd
combined-1254,199104250017-gtd
combined-1255,199104250018-gtd
combined-1256,199104250021-gtd
combined-1257,199104260001-gtd
combined-1258,199104260002-gtd
combined-1259,199104260003-gtd
combined-1260,199104260004-gtd
combined-1261,199104260005-gtd
combined-1262,199104260006-gtd
combined-1263,199104260007-gtd
combined-1264,199104260008-gtd
combined-1265,199104260009-gtd
combined-1266,199104260010-gtd
combined-1267,199104270001-gtd
combined-1268,199104270002-gtd
combined-1269,199104270003-gtd
combined-1270,199104270004-gtd
combined-1271,199104270005-gtd
combined-1272,199104270006-gtd
combined-1273,199104280001-gtd
combined-1274,199104280002-gtd
combined-1275,199104280003-gtd
combined-1276,199104280004-gtd
combined-1277,199104280005-gtd
combined-1278,199104280006-gtd
combined-1279,199104280007-gtd
combined-1280,199104280008-gtd
combined-1281,199104280009-gtd
combined-1282,199104280010-gtd
combined-1283,199104280011-gtd
combined-1284,199104280012-gtd
combined-1285,199104280013-gtd
combined-1286,199104280014-gtd
combined-1287,199104280015-gtd
combined-1288,199104280016-gtd
combined-1289,199104280017-gtd
combined-1290,199104280018-gtd
combined-1291,199104280019-gtd
combined-1292,199104280020-gtd
combined-1293,199104280021-gtd
combined-1294,199104280022-gtd
combined-1295,199104280023-gtd
combined-1296,199104280024-gtd
combined-1297,199104280025-gtd
combined-1298,199104280026-gtd
combined-1299,199104280027-gtd
combined-1300,199104280028-gtd
combined-1301,199104280029-gtd
combined-1302,199104280030-gtd
combined-1303,199104290001-gtd
combined-1304,199104290002-gtd
combined-1305,199104290003-gtd
combined-1306,199104290004-gtd
combined-1307,199104290005-gtd
combined-1308,199104290006-gtd
combined-1309,199104290007-gtd
combined-1310,199104290008-gtd
combined-1311,199104290009-gtd
combined-1312,199104290010-gtd
combined-1313,199104290011-gtd
combined-1314,199104290012-gtd
combined-1315,199104290013-gtd
combined-1316,199104290015-gtd
combined-1317,199104290016-gtd
combined-1318,199104290017-gtd
combined-1319,199104290018-gtd
combined-1320,199104290019-gtd
combined-1321,199104290020-gtd
combined-1322,199104290021-gtd
combined-1323,199104290022-gtd
combined-1324,199104300001-gtd
combined-1325,199104300003-gtd
combined-1326,199104300004-gtd
combined-1327,199104300005-gtd
combined-1328,199104300006-gtd
combined-1329,199104300007-gtd
combined-1330,199104300008-gtd
combined-1331,199104300009-gtd
combined-1332,199104300010-gtd
combined-1333,199104300011-gtd
combined-1334,199105000001-gtd
combined-1335,199105000002-gtd
combined-1336,199105010001-gtd
combined-1337,199105010002-gtd
combined-1338,199105010003-gtd
combined-1339,199105010004-gtd
combined-1340,199105010005-gtd
combined-1341,199105010006-gtd
combined-1342,199105010007-gtd
combined-1343,199105010008-gtd
combined-1344,199105010009-gtd
combined-1345,199105020001-gtd
combined-1346,199105020002-gtd
combined-1347,199105020004-gtd
combined-1348,199105020005-gtd
combined-1349,199105020006-gtd
combined-1350,199105020007-gtd
combined-1351,199105030001-gtd
combined-1352,199105030002-gtd
combined-1353,199105030003-gtd
combined-1354,199105030004-gtd
combined-1355,199105030005-gtd
combined-1356,199105030006-gtd
combined-1357,199105040001-gtd
combined-1358,199105040002-gtd
combined-1359,199105040003-gtd
combined-1360,199105040004-gtd
combined-1361,199105040005-gtd
combined-1362,199105040006-gtd
combined-1363,199105040007-gtd
combined-1364,199105040008-gtd
combined-1365,199105040009-gtd
combined-1366,199105040010-gtd
combined-1367,199105050001-gtd
combined-1368,199105050002-gtd
combined-1369,199105050003-gtd
combined-1370,199105050004-gtd
combined-1371,199105050005-gtd
combined-1372,199105050006-gtd
combined-1373,199105060001-gtd
combined-1374,199105060002-gtd
combined-1375,199105060003-gtd
combined-1376,199105060004-gtd
combined-1377,199105060005-gtd
combined-1378,199105060006-gtd
combined-1379,199105060007-gtd
combined-1380,199105060008-gtd
combined-1381,199105060010-gtd
combined-1382,199105060011-gtd
combined-1383,199105060013-gtd
combined-1384,199105060015-gtd
combined-1385,199105070001-gtd
combined-1386,199105070002-gtd
combined-1387,199105070003-gtd
combined-1388,199105070004-gtd
combined-1389,199105070005-gtd
combined-1390,199105070006-gtd
combined-1391,199105070007-gtd
combined-1392,199105070009-gtd
combined-1393,199105080001-gtd
combined-1394,199105080002-gtd
combined-1395,199105080003-gtd
combined-1396,199105080004-gtd
combined-1397,199105080005-gtd
combined-1398,199105080006-gtd
combined-1399,199105080007-gtd
combined-1400,199105080008-gtd
combined-1401,199105080009-gtd
combined-1402,199105080010-gtd
combined-1403,199105080011-gtd
combined-1404,199105080012-gtd
combined-1405,199105080013-gtd
combined-1406,199105080014-gtd
combined-1407,199105080015-gtd
combined-1408,199105080016-gtd
combined-1409,199105080017-gtd
combined-1410,199105080018-gtd
combined-1411,199105090001-gtd
combined-1412,199105090002-gtd
combined-1413,199105090003-gtd
combined-1414,199105090004-gtd
combined-1415,199105090005-gtd
combined-1416,199105090006-gtd
combined-1417,199105090007-gtd
combined-1418,199105090008-gtd
combined-1419,199105090009-gtd
combined-1420,199105090010-gtd
combined-1421,199105090011-gtd
combined-1422,199105090012-gtd
combined-1423,199105090013-gtd
combined-1424,199105090014-gtd
combined-1425,199105090015-gtd
combined-1426,199105090016-gtd
combined-1427,199105090017-gtd
combined-1428,199105090018-gtd
combined-1429,199105090019-gtd
combined-1430,199105090020-gtd
combined-1431,199105090021-gtd
combined-1432,199105090022-gtd
combined-1433,199105100001-gtd
combined-1434,199105100002-gtd
combined-1435,199105100003-gtd
combined-1436,199105100004-gtd
combined-1437,199105100005-gtd
combined-1438,199105100006-gtd
combined-1439,199105100007-gtd
combined-1440,199105100008-gtd
combined-1441,199105100009-gtd
combined-1442,199105100010-gtd
combined-1443,199105100011-gtd
combined-1444,199105100012-gtd
combined-1445,199105100013-gtd
combined-1446,199105110001-gtd
combined-1447,199105110002-gtd
combined-1448,199105110003-gtd
combined-1449,199105110004-gtd
combined-1450,199105110005-gtd
combined-1451,199105110006-gtd
combined-1452,199105110007-gtd
combined-1453,199105110008-gtd
combined-1454,199105110009-gtd
combined-1455,199105110010-gtd
combined-1456,199105110011-gtd
combined-1457,199105110012-gtd
combined-1458,199105110013-gtd
combined-1459,199105110014-gtd
combined-1460,199105110015-gtd
combined-1461,199105110016-gtd
combined-1462,199105110017-gtd
combined-1463,199105110018-gtd
combined-1464,199105110019-gtd
combined-1465,199105120001-gtd
combined-1466,199105120002-gtd
combined-1467,199105120003-gtd
combined-1468,199105120004-gtd
combined-1469,199105120005-gtd
combined-1470,199105120006-gtd
combined-1471,199105120007-gtd
combined-1472,199105120008-gtd
combined-1473,199105120009-gtd
combined-1474,199105120011-gtd
combined-1475,199105130001-gtd
combined-1476,199105130002-gtd
combined-1477,199105130003-gtd
combined-1478,199105130004-gtd
combined-1479,199105130005-gtd
combined-1480,199105130006-gtd
combined-1481,199105130007-gtd
combined-1482,199105130008-gtd
combined-1483,199105140001-gtd
combined-1484,199105150001-gtd
combined-1485,199105150003-gtd
combined-1486,199105150004-gtd
combined-1487,199105150005-gtd
